id,school,gender,age,home address,parents cohabitation,moms education,dads education,moms job,dads job,choice reason,guardian,travel time,nursery education,internet access,higher education,significant other,household size,family relationship,free time,social activities,study time,first periods grade,second periods grade,third periods grade,failures,absences,health,weekday drinker,weekend drinker,drinker
197,GP,M,17,U,T,4,4,services,teacher,home,mother,1,yes,yes,yes,no,GT3,5,2,3,1,17,15,16,0,4,5,1,2,0
198,GP,M,16,R,T,3,3,teacher,other,home,father,3,yes,yes,yes,no,LE3,3,3,4,1,9,9,10,0,8,3,3,5,1
199,GP,F,17,U,T,4,4,services,teacher,home,mother,2,yes,yes,yes,no,GT3,4,2,4,1,18,18,18,1,24,2,2,3,1
200,GP,F,16,U,T,4,4,teacher,teacher,reputation,mother,1,yes,yes,yes,no,LE3,4,5,2,2,9,9,10,0,0,3,1,2,0
201,GP,F,16,U,T,4,3,health,other,home,mother,1,yes,yes,yes,no,GT3,4,3,5,2,16,16,16,0,2,2,1,5,1
202,GP,F,16,U,T,2,3,other,other,reputation,mother,1,yes,no,yes,no,GT3,4,4,3,2,8,10,10,0,6,4,1,3,1
203,GP,F,17,U,T,1,1,other,other,course,mother,1,no,no,yes,no,GT3,4,4,4,2,9,9,10,0,4,1,1,3,1
204,GP,F,17,R,T,2,2,other,other,reputation,mother,1,yes,yes,yes,no,GT3,5,3,2,1,7,6,6,0,18,3,1,2,0
205,GP,F,16,R,T,2,2,services,services,reputation,mother,2,no,yes,yes,no,GT3,5,3,5,4,10,10,11,0,6,5,1,1,0
206,GP,F,17,U,T,3,4,at_home,services,home,mother,1,yes,yes,yes,yes,GT3,4,4,3,3,10,9,9,1,28,5,3,4,1
207,GP,F,16,U,A,3,1,services,other,course,mother,1,yes,yes,yes,no,GT3,2,3,3,2,7,7,7,3,5,4,2,2,1
208,GP,F,16,U,T,4,3,teacher,other,other,mother,1,yes,yes,yes,yes,GT3,1,3,2,2,11,12,13,0,10,1,1,1,0
209,GP,F,16,U,T,1,1,at_home,other,home,mother,2,yes,no,yes,no,GT3,4,3,2,1,9,9,10,0,6,5,1,4,1
210,GP,F,17,R,T,4,3,teacher,other,reputation,mother,2,yes,yes,yes,yes,GT3,4,4,2,3,7,7,7,0,6,4,1,1,0
211,GP,F,19,U,T,3,3,other,other,reputation,other,1,yes,yes,yes,no,GT3,4,3,3,4,8,8,8,0,10,3,1,2,0
212,GP,M,17,U,T,4,4,services,other,home,mother,1,yes,yes,yes,yes,LE3,5,3,5,2,12,12,13,0,13,3,4,5,1
213,GP,F,16,U,A,2,2,other,other,reputation,mother,1,yes,yes,yes,no,GT3,3,3,4,2,12,13,14,0,0,4,1,1,0
214,GP,M,18,U,T,2,2,services,other,home,mother,1,yes,yes,yes,no,GT3,4,4,4,2,6,7,8,1,15,5,2,4,1
215,GP,F,17,R,T,4,4,services,other,other,mother,1,yes,no,yes,no,LE3,5,2,1,1,8,10,10,0,12,3,1,2,0
216,GP,F,17,U,T,3,2,other,other,reputation,mother,2,yes,yes,yes,no,LE3,4,4,4,2,14,15,15,0,2,1,1,3,1
217,GP,F,17,U,T,4,3,other,other,reputation,mother,1,yes,yes,yes,yes,GT3,3,4,5,2,6,6,4,2,22,1,2,4,1
218,GP,M,18,U,T,3,3,services,health,home,father,1,yes,yes,yes,no,LE3,3,2,4,2,6,6,8,1,13,4,2,4,1
219,GP,F,17,U,T,2,3,at_home,other,home,father,2,yes,no,yes,no,GT3,3,3,3,1,7,7,8,0,3,3,1,4,1
220,GP,F,17,U,T,2,2,at_home,at_home,course,mother,1,yes,yes,yes,no,GT3,4,3,3,3,9,10,10,0,4,4,1,1,0
221,GP,F,17,R,T,2,1,at_home,services,reputation,mother,2,yes,yes,yes,no,GT3,4,2,5,2,6,6,6,0,2,5,1,2,0
222,GP,F,17,U,T,1,1,at_home,other,reputation,mother,1,yes,no,yes,yes,GT3,4,3,4,3,6,5,0,1,0,5,1,1,0
223,GP,F,16,U,T,2,3,services,teacher,other,mother,1,yes,yes,yes,no,GT3,2,3,1,2,16,16,17,0,2,3,1,1,0
224,GP,M,18,U,T,2,2,other,other,home,mother,2,yes,yes,yes,no,GT3,3,3,3,2,12,13,13,0,0,4,5,5,1
225,GP,F,16,U,T,4,4,teacher,services,home,mother,1,no,yes,yes,no,GT3,5,3,2,3,13,13,14,0,0,5,1,1,0
226,GP,F,18,R,T,3,1,other,other,reputation,mother,1,yes,yes,yes,yes,GT3,5,3,3,2,9,8,7,1,16,4,1,1,0
227,GP,F,17,U,T,3,2,other,other,course,mother,1,no,yes,yes,no,GT3,5,3,4,2,16,15,15,0,10,3,1,3,1
228,GP,M,17,U,T,2,3,services,services,reputation,father,1,no,yes,yes,no,LE3,5,3,3,2,12,11,12,0,2,3,1,3,1
229,GP,M,18,U,T,2,1,at_home,other,course,mother,4,yes,yes,yes,yes,LE3,4,3,2,2,10,8,9,0,14,3,4,5,1
230,GP,F,17,U,A,2,1,other,other,course,mother,2,yes,yes,yes,yes,GT3,3,2,3,3,12,10,12,0,10,3,1,2,0
231,GP,F,17,U,T,4,3,health,other,reputation,father,1,yes,yes,yes,yes,LE3,3,2,3,2,13,13,14,0,14,3,1,2,0
232,GP,M,17,R,T,2,2,other,other,course,father,2,yes,yes,yes,no,GT3,4,5,2,2,11,11,11,0,4,1,1,1,0
233,GP,M,17,U,T,4,4,teacher,teacher,reputation,mother,1,yes,yes,yes,yes,GT3,4,5,5,2,11,9,9,0,14,2,1,3,1
234,GP,M,16,U,T,4,4,health,other,reputation,father,1,yes,yes,yes,no,GT3,4,2,4,2,14,13,13,0,2,1,2,4,1
235,GP,M,16,U,T,1,1,other,other,home,mother,2,yes,yes,yes,no,LE3,3,4,2,2,9,7,6,0,18,5,1,1,0
236,GP,M,16,U,T,3,2,at_home,other,reputation,mother,2,yes,yes,yes,yes,GT3,5,3,3,3,11,9,10,0,10,2,1,3,1
237,GP,M,17,U,T,2,2,other,other,home,father,1,no,yes,yes,yes,LE3,4,4,2,2,14,13,13,0,4,4,5,5,1
238,GP,F,16,U,T,2,1,other,other,home,mother,1,yes,yes,yes,yes,GT3,4,5,2,1,13,12,12,0,20,5,1,1,0
239,GP,F,17,R,T,2,1,at_home,services,course,mother,3,yes,no,yes,no,GT3,2,1,1,2,13,11,11,0,2,3,1,1,0
240,GP,M,18,U,T,2,2,other,services,reputation,father,1,yes,yes,no,no,GT3,5,5,4,2,7,7,0,1,0,2,3,5,1
241,GP,M,17,U,T,4,3,health,other,course,mother,2,yes,yes,yes,yes,LE3,2,5,5,2,12,12,12,0,14,5,1,4,1
242,GP,M,17,R,A,4,4,teacher,other,course,mother,2,yes,yes,yes,no,LE3,3,3,3,2,10,11,12,0,2,4,2,3,1
243,GP,M,16,U,T,4,3,teacher,other,course,mother,1,no,yes,yes,no,LE3,5,4,5,1,6,0,0,0,0,3,1,1,0
244,GP,M,16,U,T,4,4,services,services,course,mother,1,yes,yes,yes,no,GT3,5,3,2,1,13,12,12,0,0,5,1,2,0
245,GP,F,18,U,T,2,1,other,other,course,other,2,no,yes,yes,yes,GT3,4,4,4,3,7,0,0,0,0,3,1,1,0
246,GP,M,16,U,T,2,1,other,other,course,mother,3,yes,yes,yes,no,GT3,4,3,3,1,18,18,18,0,6,4,1,1,0
247,GP,M,17,U,T,2,3,other,other,course,father,2,yes,yes,yes,no,GT3,5,2,2,1,12,12,13,0,4,2,1,1,0
248,GP,M,22,U,T,3,1,services,services,other,mother,1,no,yes,no,yes,GT3,5,4,5,1,6,8,8,3,16,1,5,5,1
249,GP,M,18,R,T,3,3,other,services,course,mother,1,yes,yes,yes,yes,LE3,4,3,3,2,3,5,5,1,8,5,1,3,1
250,GP,M,16,U,T,0,2,other,other,other,mother,1,no,yes,yes,no,GT3,4,3,2,1,13,15,15,0,0,5,2,4,1
251,GP,M,18,U,T,3,2,services,other,course,mother,2,yes,yes,no,no,GT3,4,4,5,1,6,8,8,1,0,5,2,4,1
252,GP,M,16,U,T,3,3,at_home,other,reputation,other,3,no,yes,yes,no,GT3,5,3,3,2,7,10,10,0,6,2,1,3,1
253,GP,M,18,U,T,2,1,services,services,other,mother,1,no,yes,no,no,GT3,3,2,5,1,6,9,8,1,4,5,2,5,1
254,GP,M,16,R,T,2,1,other,other,course,mother,2,no,no,yes,no,GT3,3,3,2,1,8,9,8,0,0,3,1,3,1
255,GP,M,17,R,T,2,1,other,other,course,mother,1,no,yes,yes,no,GT3,4,4,2,1,8,12,12,0,0,5,2,4,1
256,GP,M,17,U,T,1,1,health,other,course,mother,2,yes,yes,yes,no,LE3,4,4,4,1,7,9,8,1,2,5,1,2,0
257,GP,F,17,U,T,4,2,teacher,services,reputation,mother,1,yes,yes,yes,no,LE3,4,2,3,4,14,12,13,0,6,4,1,1,0
258,GP,M,19,U,A,4,3,services,at_home,reputation,mother,1,yes,yes,yes,no,LE3,4,3,1,2,11,11,11,0,12,1,1,1,0
259,GP,M,18,U,T,2,1,other,other,home,mother,1,yes,yes,yes,no,GT3,5,2,4,2,15,14,14,0,8,4,1,2,0
260,GP,F,17,U,T,2,2,services,services,course,father,1,yes,yes,yes,yes,LE3,3,4,1,4,10,9,0,0,0,2,1,1,0
261,GP,F,18,U,T,4,3,services,other,home,father,1,yes,yes,yes,yes,GT3,3,1,2,2,17,18,18,0,21,2,1,3,1
262,GP,M,18,U,T,4,3,teacher,other,course,mother,1,no,yes,yes,no,GT3,4,3,2,2,8,8,8,0,2,3,1,1,0
263,GP,M,18,R,T,3,2,other,other,course,mother,1,no,no,yes,no,GT3,5,3,2,3,13,12,12,0,1,3,1,1,0
264,GP,F,17,U,T,3,3,other,other,home,mother,1,no,no,yes,no,GT3,3,2,3,3,10,9,9,0,4,4,1,1,0
265,GP,F,18,U,T,2,2,at_home,services,home,mother,1,yes,yes,yes,yes,GT3,4,3,3,3,9,10,0,0,0,3,1,1,0
266,GP,M,18,R,A,3,4,other,other,reputation,mother,2,yes,yes,yes,no,LE3,4,2,5,2,17,17,17,0,13,1,3,4,1
267,GP,M,17,U,T,3,1,services,other,other,mother,1,yes,yes,yes,yes,GT3,5,4,4,2,9,9,10,0,2,5,3,4,1
268,GP,F,18,R,T,4,4,teacher,other,reputation,mother,2,yes,yes,yes,no,GT3,4,3,4,2,12,10,11,0,8,4,2,2,1
269,GP,M,18,U,T,4,2,health,other,reputation,father,1,yes,yes,yes,yes,GT3,5,4,5,2,10,9,10,0,10,5,1,3,1
270,GP,F,18,R,T,2,1,other,other,reputation,mother,2,yes,yes,no,yes,GT3,4,3,5,2,6,0,0,0,0,3,1,2,0
271,GP,F,19,U,T,3,3,other,services,home,other,1,yes,yes,yes,no,GT3,4,3,5,2,9,9,9,2,15,5,3,3,1
272,GP,F,18,U,T,2,3,other,services,reputation,father,1,yes,yes,yes,yes,GT3,4,5,5,4,15,14,14,0,4,2,1,3,1
273,GP,F,18,U,T,1,1,other,other,home,mother,2,no,no,yes,no,LE3,4,4,3,2,11,11,11,0,2,3,1,1,0
274,GP,M,17,R,T,1,2,at_home,at_home,home,mother,1,no,no,yes,yes,GT3,3,5,2,2,15,14,14,0,2,1,2,2,1
275,GP,F,17,U,T,2,4,at_home,health,reputation,mother,2,yes,yes,yes,yes,GT3,4,3,3,2,10,10,10,0,2,1,1,1,0
276,GP,F,17,U,T,2,2,services,other,course,mother,2,yes,yes,yes,yes,LE3,4,4,4,2,12,12,12,0,6,5,2,3,1
277,GP,F,18,R,A,3,2,other,services,home,mother,2,no,yes,no,yes,GT3,4,1,1,2,10,9,9,0,75,5,1,1,0
278,GP,M,18,U,T,4,4,teacher,services,home,mother,2,yes,yes,yes,no,GT3,3,2,4,1,9,9,9,0,22,3,1,4,1
279,GP,F,18,U,T,4,4,health,health,reputation,father,1,yes,yes,yes,yes,GT3,2,4,4,2,9,8,8,1,15,4,1,1,0
280,GP,M,18,U,T,4,3,teacher,services,course,mother,2,yes,yes,yes,no,LE3,4,2,3,1,10,11,10,0,8,1,1,2,0
281,GP,M,17,U,A,4,1,services,other,home,mother,2,yes,yes,yes,yes,LE3,4,5,4,1,8,8,8,0,30,5,2,4,1
282,GP,M,17,U,A,3,2,teacher,services,home,mother,1,yes,yes,yes,no,LE3,4,4,4,1,11,9,10,1,19,3,3,4,1
283,GP,F,18,R,T,1,1,at_home,other,reputation,mother,2,yes,no,yes,no,LE3,5,2,2,4,12,12,12,0,1,3,1,1,0
284,GP,F,18,U,T,1,1,other,other,home,mother,2,yes,yes,yes,no,GT3,5,4,4,2,8,9,10,0,4,4,1,1,0
285,GP,F,17,U,T,2,2,other,other,course,mother,1,no,yes,yes,no,GT3,5,4,5,2,10,9,11,0,4,5,1,2,0
286,GP,M,17,U,T,1,1,other,other,reputation,father,1,no,yes,yes,no,GT3,4,3,3,2,12,10,11,0,2,4,1,2,0
287,GP,F,18,U,T,2,2,at_home,at_home,other,mother,1,yes,yes,yes,no,GT3,4,3,3,3,18,18,19,0,5,2,1,2,0
288,GP,F,17,U,T,1,1,services,teacher,reputation,mother,1,yes,yes,yes,no,GT3,4,3,3,3,13,12,12,0,6,3,1,1,0
289,GP,M,18,U,T,2,1,services,services,reputation,mother,1,yes,yes,yes,no,GT3,4,2,4,3,15,14,14,0,6,2,1,3,1
290,GP,M,18,U,A,4,4,teacher,teacher,reputation,mother,1,yes,yes,yes,no,LE3,5,4,3,2,15,13,15,0,9,2,1,1,0
291,GP,M,18,U,T,4,2,teacher,other,home,mother,1,yes,yes,yes,yes,GT3,4,3,2,2,12,11,11,0,11,5,1,4,1
292,GP,F,17,U,T,4,3,health,services,reputation,mother,1,yes,yes,yes,no,GT3,4,2,2,3,15,15,15,0,0,3,1,2,0
293,GP,F,18,U,T,2,1,services,at_home,reputation,mother,1,yes,yes,yes,yes,LE3,5,4,3,2,12,12,13,1,12,5,1,1,0
294,GP,F,17,R,T,3,1,services,other,reputation,mother,2,yes,no,yes,no,LE3,3,1,2,4,18,18,18,0,6,3,1,1,0
295,GP,M,18,R,T,3,2,services,other,reputation,mother,2,yes,yes,yes,no,LE3,5,4,2,3,14,13,14,0,8,4,1,1,0
296,GP,M,17,U,T,3,3,health,other,home,mother,1,yes,yes,yes,no,GT3,4,4,3,1,14,12,11,0,4,5,1,3,1
297,GP,F,19,U,T,4,4,health,other,reputation,other,2,yes,yes,yes,no,GT3,2,3,4,2,10,9,0,0,0,2,2,3,1
298,GP,F,18,U,T,4,3,other,other,home,other,2,yes,yes,yes,yes,LE3,4,4,5,2,10,8,8,0,10,2,1,2,0
299,GP,F,18,U,T,4,3,other,other,reputation,father,1,yes,yes,yes,no,GT3,4,3,3,4,14,13,14,0,0,3,1,1,0
300,GP,M,18,U,T,4,4,teacher,teacher,home,mother,1,yes,yes,yes,yes,LE3,1,4,2,1,16,15,16,0,5,1,2,2,1
301,GP,F,18,U,A,4,4,health,other,home,mother,1,yes,yes,yes,yes,LE3,4,2,4,2,12,10,11,0,14,4,1,1,0
302,GP,M,17,U,T,4,4,other,teacher,home,father,2,yes,yes,yes,no,LE3,4,1,1,1,11,11,10,0,0,5,2,2,1
303,GP,F,17,U,T,4,2,other,other,reputation,mother,2,yes,yes,yes,no,GT3,4,3,3,3,15,12,14,0,0,3,1,1,0
304,GP,F,17,U,T,3,2,health,health,reputation,father,1,no,yes,yes,no,GT3,5,2,2,4,17,17,18,0,0,5,1,2,0
305,GP,M,19,U,T,3,3,other,other,home,other,1,yes,yes,yes,yes,GT3,4,4,4,2,15,14,13,1,20,3,1,1,0
306,GP,F,18,U,T,2,4,services,at_home,reputation,other,1,yes,yes,yes,no,GT3,4,4,3,2,14,12,12,1,8,3,1,1,0
307,GP,M,20,U,A,3,2,services,other,course,other,1,yes,no,yes,no,GT3,5,5,3,1,17,18,18,0,0,5,1,1,0
308,GP,M,19,U,T,4,4,teacher,services,reputation,other,2,yes,yes,yes,yes,GT3,4,3,4,1,8,9,8,1,38,4,1,1,0
309,GP,M,19,R,T,3,3,other,services,reputation,father,1,yes,no,yes,yes,GT3,4,5,3,2,15,12,12,1,0,5,1,2,0
310,GP,F,19,U,T,1,1,at_home,other,reputation,other,1,no,yes,yes,no,LE3,4,4,3,2,12,10,10,1,18,3,1,3,1
311,GP,F,19,U,T,1,2,services,services,home,other,1,no,no,yes,yes,LE3,4,2,4,2,9,9,0,1,0,3,2,2,1
312,GP,F,19,U,T,2,1,at_home,other,other,other,3,yes,yes,no,yes,GT3,3,4,1,2,14,12,13,0,20,2,1,1,0
313,GP,M,19,U,T,1,2,other,services,course,other,1,no,yes,yes,no,GT3,4,5,2,2,13,11,11,1,3,4,2,2,1
314,GP,F,19,U,T,3,2,services,other,reputation,other,2,no,yes,yes,yes,LE3,4,2,2,2,13,10,11,1,22,1,1,2,0
315,GP,F,19,U,T,1,1,at_home,health,home,other,1,no,yes,yes,yes,GT3,4,1,2,3,15,13,13,2,14,3,1,1,0
316,GP,F,19,R,T,2,3,other,other,reputation,other,1,yes,yes,yes,yes,GT3,4,1,2,3,13,11,11,1,40,3,1,1,0
317,GP,F,18,U,T,2,1,services,other,course,mother,2,yes,yes,yes,no,GT3,5,3,3,2,8,8,0,0,0,1,1,2,0
318,GP,F,18,U,T,4,3,other,other,course,mother,1,yes,yes,yes,yes,GT3,4,3,4,3,9,10,9,0,9,5,1,1,0
319,GP,F,17,R,T,3,4,at_home,services,course,father,1,no,yes,yes,no,GT3,4,3,4,3,11,11,10,0,0,5,2,5,1
320,GP,F,18,U,T,4,4,teacher,other,course,mother,1,yes,yes,yes,no,GT3,4,4,4,2,11,11,11,0,2,5,3,3,1
321,GP,F,17,U,A,4,3,services,services,course,mother,1,yes,yes,yes,yes,GT3,5,2,2,2,13,13,13,0,23,5,1,2,0
322,GP,F,17,U,T,2,2,other,other,course,mother,1,yes,no,yes,yes,GT3,4,2,2,2,11,9,9,0,12,3,1,1,0
323,GP,F,17,R,T,2,2,services,services,course,mother,1,yes,yes,yes,no,LE3,3,3,2,3,11,11,11,0,3,3,2,2,1
324,GP,F,17,U,T,3,1,services,services,course,father,1,no,yes,yes,no,GT3,3,4,3,3,12,14,15,0,1,5,2,3,1
325,GP,F,17,U,T,0,2,at_home,at_home,home,father,2,yes,yes,yes,no,LE3,3,3,3,3,16,15,15,0,0,2,2,3,1
326,GP,M,18,U,T,4,4,other,other,course,mother,1,yes,yes,yes,no,GT3,4,3,3,3,9,12,11,0,3,3,2,2,1
327,GP,M,17,U,T,3,3,other,services,reputation,mother,1,no,yes,yes,no,GT3,4,3,5,1,14,15,16,0,3,5,3,5,1
328,GP,M,17,R,T,2,2,services,other,course,mother,4,yes,yes,yes,no,GT3,4,4,5,1,11,10,10,0,8,4,5,5,1
329,GP,F,17,U,T,4,4,teacher,services,course,mother,1,yes,yes,yes,no,GT3,5,4,4,3,10,9,9,0,7,4,1,3,1
330,GP,F,17,U,T,4,4,teacher,teacher,course,mother,2,no,yes,yes,yes,GT3,4,3,3,3,14,14,14,0,4,4,1,2,0
331,GP,M,18,U,T,2,2,other,other,course,mother,1,yes,yes,yes,no,LE3,4,5,5,4,9,8,8,0,2,5,2,4,1
332,GP,F,17,R,T,2,4,at_home,other,course,father,1,yes,yes,yes,yes,GT3,4,4,3,3,12,14,14,0,7,5,1,1,0
333,GP,F,18,U,T,3,3,services,services,home,mother,1,yes,yes,yes,no,GT3,5,3,4,2,7,0,0,0,0,4,1,1,0
334,GP,F,18,U,T,2,2,other,other,home,other,1,no,yes,yes,yes,LE3,4,3,3,2,8,8,0,0,0,2,1,1,0
335,GP,F,18,R,T,2,2,at_home,other,course,mother,2,yes,no,yes,no,GT3,4,4,4,4,10,9,0,0,0,4,1,1,0
336,GP,F,17,U,T,3,4,services,other,course,mother,1,yes,yes,yes,no,GT3,4,4,5,3,16,15,15,0,16,5,1,3,1
337,GP,F,19,R,A,3,1,services,at_home,home,other,1,yes,no,yes,no,GT3,5,4,3,3,14,13,13,1,12,5,1,2,0
338,GP,F,17,U,T,3,2,other,other,home,mother,1,yes,yes,yes,yes,GT3,4,3,2,2,7,8,0,0,0,2,2,3,1
339,GP,F,18,U,T,3,3,services,services,home,mother,1,yes,yes,yes,no,LE3,5,3,3,4,16,15,17,0,7,1,1,1,0
340,GP,F,17,R,A,3,2,other,other,home,mother,1,yes,yes,yes,no,GT3,4,3,3,2,9,10,10,0,4,2,2,3,1
341,GP,F,19,U,T,2,1,services,services,home,other,1,yes,yes,yes,yes,GT3,4,3,4,3,11,12,11,1,4,3,1,3,1
342,GP,M,18,U,T,4,4,teacher,services,home,father,1,yes,yes,yes,no,GT3,4,3,3,2,10,10,0,1,0,2,2,2,1
343,GP,M,18,U,T,3,4,services,other,home,mother,1,yes,yes,yes,yes,LE3,4,3,3,2,16,15,15,0,11,5,1,3,1
344,GP,F,17,U,A,2,2,at_home,at_home,home,father,1,yes,yes,yes,yes,GT3,3,3,1,2,9,8,0,1,0,4,1,2,0
345,GP,F,18,U,T,2,3,at_home,other,course,mother,1,yes,yes,yes,no,GT3,4,3,3,3,11,10,10,0,4,3,1,2,0
346,GP,F,18,U,T,3,2,other,services,other,mother,1,yes,yes,yes,yes,GT3,5,4,3,3,13,13,14,0,7,1,2,3,1
347,GP,M,18,R,T,4,3,teacher,services,course,mother,1,yes,yes,yes,yes,GT3,5,3,2,3,16,15,16,0,9,4,1,2,0
348,GP,M,18,U,T,4,3,teacher,other,course,mother,1,yes,yes,yes,yes,GT3,5,4,5,3,10,10,9,0,0,5,2,3,1
349,GP,F,17,U,T,4,3,health,other,reputation,mother,1,yes,yes,yes,yes,GT3,4,4,3,3,13,15,15,0,0,4,1,3,1
350,MS,M,18,R,T,3,2,other,other,course,mother,2,no,yes,yes,no,GT3,2,5,5,1,11,13,13,1,10,5,5,5,1
351,MS,M,19,R,T,1,1,other,services,home,other,3,yes,yes,yes,no,GT3,5,4,4,2,8,7,8,3,8,2,3,3,1
352,MS,M,17,U,T,3,3,health,other,course,mother,2,yes,yes,yes,no,GT3,4,5,4,2,13,13,13,0,2,3,2,3,1
353,MS,M,18,U,T,1,3,at_home,services,course,mother,1,yes,yes,no,yes,LE3,4,3,3,1,8,7,8,1,7,3,2,3,1
354,MS,M,19,R,T,1,1,other,other,home,other,3,yes,yes,yes,no,GT3,4,4,4,1,8,8,8,1,4,5,3,3,1
355,MS,M,17,R,T,4,3,services,other,home,mother,2,no,yes,yes,yes,GT3,4,5,5,2,13,11,11,0,4,2,1,3,1
356,MS,F,18,U,T,3,3,services,services,course,father,1,yes,no,yes,yes,GT3,5,3,4,2,10,9,9,0,0,5,1,1,0
357,MS,F,17,R,T,4,4,teacher,services,other,father,2,yes,yes,yes,no,GT3,4,3,3,2,12,13,13,0,4,5,1,2,0
358,MS,F,17,U,A,3,2,services,other,reputation,mother,2,yes,no,yes,yes,LE3,1,2,3,2,12,12,11,0,2,5,1,2,0
359,MS,M,18,U,T,1,1,other,services,home,father,2,no,yes,yes,yes,LE3,3,3,2,1,10,10,10,0,4,3,1,2,0
360,MS,F,18,U,T,1,1,at_home,services,course,father,2,yes,yes,yes,no,LE3,5,3,2,3,18,16,16,0,0,4,1,1,0
361,MS,F,18,R,A,1,4,at_home,other,course,mother,3,yes,no,yes,yes,LE3,4,3,4,2,13,13,13,0,0,5,1,4,1
362,MS,M,18,R,T,1,1,at_home,other,other,mother,2,no,no,no,no,LE3,4,4,3,2,13,12,12,1,2,5,2,3,1
363,MS,F,18,U,T,3,3,services,services,other,mother,2,yes,yes,yes,yes,GT3,4,3,2,2,11,11,10,0,0,3,1,3,1
364,MS,F,17,U,T,4,4,at_home,at_home,course,mother,1,yes,yes,yes,yes,LE3,2,3,4,2,16,15,15,0,0,1,1,1,0
365,MS,F,17,R,T,1,2,other,services,course,father,2,no,no,yes,no,GT3,3,2,2,2,12,11,12,0,0,3,1,2,0
366,MS,M,18,R,T,1,3,at_home,other,course,mother,2,yes,no,yes,no,GT3,3,3,4,2,10,10,10,0,4,3,2,4,1
367,MS,M,18,U,T,4,4,teacher,services,other,mother,2,yes,yes,yes,yes,LE3,4,2,2,3,13,13,13,0,0,5,2,2,1
368,MS,F,17,R,T,1,1,other,services,reputation,mother,3,yes,yes,yes,yes,GT3,5,2,1,1,7,6,0,1,0,1,1,2,0
369,MS,F,18,U,T,2,3,at_home,services,course,father,2,yes,yes,yes,yes,GT3,5,2,3,1,11,10,10,0,0,4,1,2,0
370,MS,F,18,R,T,4,4,other,teacher,other,father,3,no,yes,yes,yes,GT3,3,2,2,2,14,12,11,0,10,5,4,2,1
371,MS,F,19,U,T,3,2,services,services,home,other,2,yes,no,yes,yes,LE3,3,2,2,2,7,7,9,2,4,3,1,1,0
372,MS,M,18,R,T,1,2,at_home,services,other,father,3,yes,yes,no,yes,LE3,4,3,3,1,14,12,12,0,3,3,2,3,1
373,MS,F,17,U,T,2,2,other,at_home,home,mother,1,yes,no,yes,yes,GT3,3,4,3,3,13,11,11,0,8,3,1,1,0
374,MS,F,17,R,T,1,2,other,other,course,mother,1,yes,yes,yes,no,GT3,3,5,5,1,6,5,5,0,14,1,1,3,1
375,MS,F,18,R,T,4,4,other,other,reputation,mother,2,yes,yes,yes,no,LE3,5,4,4,3,19,18,19,0,0,1,1,1,0
376,MS,F,18,R,T,1,1,other,other,home,mother,4,yes,yes,yes,no,GT3,4,3,2,3,8,8,10,0,2,4,1,2,0
377,MS,F,20,U,T,4,2,health,other,course,other,2,no,yes,yes,yes,GT3,5,4,3,3,15,14,15,2,4,3,1,1,0
378,MS,F,18,R,T,4,4,teacher,services,course,mother,1,yes,yes,yes,no,LE3,5,4,3,2,8,9,10,0,4,2,3,4,1
379,MS,F,18,U,T,3,3,other,other,home,mother,1,yes,yes,yes,yes,GT3,4,1,3,2,15,15,15,0,0,1,1,2,0
380,MS,F,17,R,T,3,1,at_home,other,reputation,mother,1,no,yes,yes,no,GT3,4,5,4,2,10,10,10,0,17,1,2,3,1
381,MS,M,18,U,T,4,4,teacher,teacher,home,father,1,no,yes,yes,no,GT3,3,2,4,2,15,14,14,0,4,2,1,4,1
382,MS,M,18,R,T,2,1,other,other,other,mother,2,no,yes,yes,yes,GT3,4,4,3,1,7,6,7,0,5,5,1,3,1
383,MS,M,17,U,T,2,3,other,services,home,father,2,yes,yes,yes,no,GT3,4,4,3,2,11,11,10,0,2,3,1,1,0
384,MS,M,19,R,T,1,1,other,services,other,mother,2,yes,no,yes,no,GT3,4,3,2,1,6,5,0,1,0,5,1,3,1
385,MS,M,18,R,T,4,2,other,other,home,father,2,yes,no,yes,no,GT3,5,4,3,1,6,5,5,1,14,3,4,3,1
386,MS,F,18,R,T,2,2,at_home,other,other,mother,2,yes,no,yes,no,GT3,5,3,3,3,10,9,10,0,2,4,1,3,1
387,MS,F,18,R,T,4,4,teacher,at_home,reputation,mother,3,yes,yes,yes,yes,GT3,4,4,3,1,6,5,6,0,7,5,2,2,1
388,MS,F,19,R,T,2,3,services,other,course,mother,1,no,yes,yes,no,GT3,5,4,2,3,7,5,0,1,0,5,1,2,0
389,MS,F,18,U,T,3,1,teacher,services,course,mother,1,yes,yes,yes,no,LE3,4,3,4,2,7,9,8,0,0,1,1,1,0
390,MS,F,18,U,T,1,1,other,other,course,mother,2,yes,no,yes,no,GT3,1,1,1,2,6,5,0,1,0,5,1,1,0
391,MS,M,20,U,A,2,2,services,services,course,other,1,yes,no,yes,no,LE3,5,5,4,2,9,9,9,2,11,4,4,5,1
392,MS,M,17,U,T,3,1,services,services,course,mother,2,no,yes,yes,no,LE3,2,4,5,1,14,16,16,0,3,2,3,4,1
393,MS,M,21,R,T,1,1,other,other,course,other,1,no,no,yes,no,GT3,5,5,3,1,10,8,7,3,3,3,3,3,1
394,MS,M,18,R,T,3,2,services,other,course,mother,3,no,yes,yes,no,LE3,4,4,1,1,11,12,10,0,0,5,3,4,1
